NVTX Range,Style,PID,TID,NVTX Inst,Kern Inst,Total Time (ns),Avg (ns),Med (ns),Min (ns),Max (ns),StdDev (ns),Kernel Name
:actor_actor_train_rollout_1,PushPop,329409,329409,1,3,4096,1365.3,1376.0,1312,1408,48.9,"void at::native::vectorized_elementwise_kernel<(int)2, at::native::CUDAFunctorOnSelf_add<long>, std::array<char *, (unsigned long)2>>(int, T2, T3)"
:actor_actor_train_rollout_1,PushPop,329409,329409,1,2,3488,1744.0,1744.0,1536,1952,294.2,"void at::native::vectorized_elementwise_kernel<(int)2, at::native::<unnamed>::masked_fill_kernel(at::TensorIterator &, const c10::Scalar &)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 4)]::operator ()() const::[lambda(long, bool) (instance 1)], std::array<char *, (unsigned long)3>>(int, T2, T3)"
:actor_actor_train_rollout_1,PushPop,329409,329409,1,3,3296,1098.7,1088.0,1088,1120,18.5,"void at::native::vectorized_elementwise_kernel<(int)2, at::native::FillFunctor<long>, std::array<char *, (unsigned long)1>>(int, T2, T3)"
:actor_actor_train_rollout_1,PushPop,329409,329409,1,2,3008,1504.0,1504.0,1504,1504,0.0,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::BinaryFunctor<bool, bool, bool, at::native::BitwiseOrFunctor<bool>>, std::array<char *, (unsigned long)3>>(int, T2, T3)"
:actor_actor_train_rollout_1,PushPop,329409,329409,1,1,2912,2912.0,2912.0,2912,2912,0.0,"void at::native::unrolled_elementwise_kernel<at::native::direct_copy_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 3)]::operator ()() const::[lambda() (instance 4)]::operator ()() const::[lambda(long) (instance 1)], std::array<char *, (unsigned long)2>, (int)4, TrivialOffsetCalculator<(int)1, unsigned int>, TrivialOffsetCalculator<(int)1, unsigned int>, at::native::memory::LoadWithCast<(int)1>, at::native::memory::StoreWithCast<(int)1>>(int, T1, T2, T4, T5, T6, T7)"
:actor_actor_train_rollout_1,PushPop,329409,329409,1,2,2687,1343.5,1343.5,1248,1439,135.1,"void at::native::vectorized_elementwise_kernel<(int)2, at::native::<unnamed>::launch_clamp_scalar(at::TensorIteratorBase &, c10::Scalar, c10::Scalar, at::native::detail::ClampLimits)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 4)]::operator ()() const::[lambda(long) (instance 1)], std::array<char *, (unsigned long)2>>(int, T2, T3)"
:actor_actor_train_rollout_1,PushPop,329409,329409,1,2,2624,1312.0,1312.0,1312,1312,0.0,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::AUnaryFunctor<int, int, int, at::native::binary_internal::MulFunctor<int>>, std::array<char *, (unsigned long)2>>(int, T2, T3)"
:actor_actor_train_rollout_1,PushPop,329409,329409,1,2,2624,1312.0,1312.0,1248,1376,90.5,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::AbsFunctor<float>, std::array<char *, (unsigned long)2>>(int, T2, T3)"
:actor_actor_train_rollout_1,PushPop,329409,329409,1,2,2496,1248.0,1248.0,1216,1280,45.3,"void at::native::unrolled_elementwise_kernel<at::native::CUDAFunctor_add<int>, std::array<char *, (unsigned long)3>, (int)4, TrivialOffsetCalculator<(int)2, unsigned int>, TrivialOffsetCalculator<(int)1, unsigned int>, at::native::memory::LoadWithoutCast, at::native::memory::StoreWithoutCast>(int, T1, T2, T4, T5, T6, T7)"
:actor_actor_train_rollout_1,PushPop,329409,329409,1,1,2495,2495.0,2495.0,2495,2495,0.0,"void at::native::reduce_kernel<(int)512, (int)1, at::native::ReduceOp<long, at::native::func_wrapper_t<long, at::native::sum_functor<long, long, long>::operator ()(at::TensorIterator &)::[lambda(long, long) (instance 1)]>, unsigned int, long, (int)4, (int)4>>(T3)"
:actor_actor_train_rollout_1,PushPop,329409,329409,1,2,2336,1168.0,1168.0,1152,1184,22.6,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::BUnaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float>>, std::array<char *, (unsigned long)2>>(int, T2, T3)"
:actor_actor_train_rollout_1,PushPop,329409,329409,1,1,2016,2016.0,2016.0,2016,2016,0.0,"void at::native::unrolled_elementwise_kernel<at::native::BinaryFunctor<float, float, float, at::native::binary_internal::DivFunctor<float>>, std::array<char *, (unsigned long)3>, (int)4, TrivialOffsetCalculator<(int)2, unsigned int>, TrivialOffsetCalculator<(int)1, unsigned int>, at::native::memory::LoadWithCast<(int)2>, at::native::memory::StoreWithCast<(int)1>>(int, T1, T2, T4, T5, T6, T7)"
:actor_actor_train_rollout_1,PushPop,329409,329409,1,1,1888,1888.0,1888.0,1888,1888,0.0,"void at::native::unrolled_elementwise_kernel<at::native::direct_copy_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 3)]::operator ()() const::[lambda() (instance 3)]::operator ()() const::[lambda(int) (instance 1)], std::array<char *, (unsigned long)2>, (int)4, TrivialOffsetCalculator<(int)1, unsigned int>, TrivialOffsetCalculator<(int)1, unsigned int>, at::native::memory::LoadWithCast<(int)1>, at::native::memory::StoreWithCast<(int)1>>(int, T1, T2, T4, T5, T6, T7)"
:actor_actor_train_rollout_1,PushPop,329409,329409,1,1,1792,1792.0,1792.0,1792,1792,0.0,"void at::native::elementwise_kernel<(int)128, (int)2, void at::native::gpu_kernel_impl_nocast<at::native::BinaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float>>>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3)"
:actor_actor_train_rollout_1,PushPop,329409,329409,1,1,1760,1760.0,1760.0,1760,1760,0.0,"void at::native::unrolled_elementwise_kernel<at::native::CUDAFunctor_add<long>, std::array<char *, (unsigned long)3>, (int)4, TrivialOffsetCalculator<(int)2, unsigned int>, TrivialOffsetCalculator<(int)1, unsigned int>, at::native::memory::LoadWithCast<(int)2>, at::native::memory::StoreWithCast<(int)1>>(int, T1, T2, T4, T5, T6, T7)"
:actor_actor_train_rollout_1,PushPop,329409,329409,1,1,1728,1728.0,1728.0,1728,1728,0.0,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::log_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 2)]::operator ()() const::[lambda() (instance 2)]::operator ()() const::[lambda(float) (instance 1)], std::array<char *, (unsigned long)2>>(int, T2, T3)"
:actor_actor_train_rollout_1,PushPop,329409,329409,1,1,1632,1632.0,1632.0,1632,1632,0.0,"void at::native::<unnamed>::CatArrayBatchedCopy_vectorized<at::native::<unnamed>::OpaqueType<(unsigned int)4>, unsigned int, (int)2, (int)128, (int)1, (int)16, (int)4>(char *, at::native::<unnamed>::CatArrInputTensorMetadata<T1, T2, T4, T5>, at::native::<unnamed>::TensorSizeStride<T2, (unsigned int)4>, int, T2)"
:actor_actor_train_rollout_1,PushPop,329409,329409,1,1,1632,1632.0,1632.0,1632,1632,0.0,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::<unnamed>::masked_fill_kernel(at::TensorIterator &, const c10::Scalar &)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 7)]::operator ()() const::[lambda(float, bool) (instance 1)], std::array<char *, (unsigned long)3>>(int, T2, T3)"
:actor_actor_train_rollout_1,PushPop,329409,329409,1,1,1536,1536.0,1536.0,1536,1536,0.0,"void at::native::elementwise_kernel<(int)128, (int)2, void at::native::gpu_kernel_impl_nocast<at::native::CUDAFunctor_add<float>>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3)"
:actor_actor_train_rollout_1,PushPop,329409,329409,1,1,1536,1536.0,1536.0,1536,1536,0.0,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::exp_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 2)]::operator ()() const::[lambda() (instance 2)]::operator ()() const::[lambda(float) (instance 1)], std::array<char *, (unsigned long)2>>(int, T2, T3)"
:actor_actor_train_rollout_1,PushPop,329409,329409,1,1,1440,1440.0,1440.0,1440,1440,0.0,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::AUnaryFunctor<float, float, bool, at::native::<unnamed>::CompareEqFunctor<float>>, std::array<char *, (unsigned long)2>>(int, T2, T3)"
:actor_actor_train_rollout_1,PushPop,329409,329409,1,1,1280,1280.0,1280.0,1280,1280,0.0,triton_poi_fused__to_copy_clamp_exp_gt_maximum_mul_neg_0
:actor_actor_train_rollout_1,PushPop,329409,329409,1,1,1280,1280.0,1280.0,1280,1280,0.0,"void <unnamed>::elementwise_kernel_with_index<int, at::native::arange_cuda_out(const c10::Scalar &, const c10::Scalar &, const c10::Scalar &, at::Tensor &)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 7)]::operator ()() const::[lambda(long) (instance 1)]>(T1, T2, function_traits<T2>::result_type *)"
:actor_actor_train_rollout_1,PushPop,329409,329409,1,1,1280,1280.0,1280.0,1280,1280,0.0,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::BinaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float>>, std::array<char *, (unsigned long)3>>(int, T2, T3)"
:actor_actor_train_rollout_1,PushPop,329409,329409,1,1,1248,1248.0,1248.0,1248,1248,0.0,"void at::native::<unnamed>::CatArrayBatchedCopy_vectorized<at::native::<unnamed>::OpaqueType<(unsigned int)4>, unsigned int, (int)1, (int)128, (int)1, (int)16, (int)4>(char *, at::native::<unnamed>::CatArrInputTensorMetadata<T1, T2, T4, T5>, at::native::<unnamed>::TensorSizeStride<T2, (unsigned int)4>, int, T2)"
:actor_actor_train_rollout_1,PushPop,329640,329640,1,140,162245362,1158895.4,980020.5,33505,3252176,603757.2,ncclDevKernel_AllReduce_Sum_bf16_RING_LL(ncclDevKernelArgsStorage<(unsigned long)4096>)
:actor_actor_train_rollout_1,PushPop,329640,329640,1,101,21943690,217264.3,227970.0,2881,234722,49147.2,"void multi_tensor_apply_kernel<TensorListMetadata<(int)4, (bool)0>, transformer_engine::multi_tensor_adam::AdamFunctor<float, float, float, int>, float, float, float, float, float, float, transformer_engine::multi_tensor_adam::adamMode_t, float>(long, volatile int *, T1, T2, T3...)"
:actor_actor_train_rollout_1,PushPop,329640,329640,1,659,10511983,15951.4,1568.0,928,612131,67743.7,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::FillFunctor<float>, std::array<char *, (unsigned long)1>>(int, T2, T3)"
:actor_actor_train_rollout_1,PushPop,329640,329640,1,633,6022818,9514.7,1376.0,1121,381602,19715.2,"void at::native::vectorized_elementwise_kernel<(int)8, at::native::bfloat16_copy_kernel_cuda(at::TensorIteratorBase &)::[lambda(float) (instance 1)], std::array<char *, (unsigned long)2>>(int, T2, T3)"
:actor_actor_train_rollout_1,PushPop,329640,329640,1,69,3868437,56064.3,56064.0,55168,57408,438.6,nvjet_sm90_tst_256x128_64x4_1x2_h_bz_coopA_TNT
:actor_actor_train_rollout_1,PushPop,329640,329640,1,4,3564528,891132.0,837203.5,112161,1777960,897697.4,ncclDevKernel_AllGather_RING_LL(ncclDevKernelArgsStorage<(unsigned long)4096>)
:actor_actor_train_rollout_1,PushPop,329640,329640,1,2,3549425,1774712.5,1774712.5,1774056,1775369,928.4,"<unnamed>::fused_linear_logp_sm90_kernel(CUtensorMap_st, CUtensorMap_st, const int *, const float *, float *, float *, float *, int, int, int, int, int)"
:actor_actor_train_rollout_1,PushPop,329640,329640,1,96,3021297,31471.8,31312.5,28993,41504,1160.9,"void multi_tensor_apply_kernel<TensorListMetadata<(int)1, (bool)0>, transformer_engine::multi_tensor_l2norm::L2NormFunctor<float>, float *, float *, bool, int>(long, volatile int *, T1, T2, T3...)"
:actor_actor_train_rollout_1,PushPop,329640,329640,1,138,2995998,21710.1,21136.0,13792,30592,7630.9,nvjet_sm90_tst_128x128_64x6_4x2_h_bz_TNT
:actor_actor_train_rollout_1,PushPop,329640,329640,1,4,2624363,656090.8,653987.0,653794,662595,4340.0,"void at::native::reduce_kernel<(int)512, (int)1, at::native::ReduceOp<float, at::native::NormTwoOps<float, float, float, (bool)1>, unsigned int, float, (int)4, (int)4>>(T3)"
:actor_actor_train_rollout_1,PushPop,329640,329640,1,69,2311279,33496.8,33376.0,32737,34144,320.4,"void at::native::elementwise_kernel<(int)128, (int)2, void at::native::gpu_kernel_impl_nocast<at::native::<unnamed>::masked_fill_kernel(at::TensorIterator &, const c10::Scalar &)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 7)]::operator ()() const::[lambda(float, bool) (instance 1)]>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3)"
:actor_actor_train_rollout_1,PushPop,329640,329640,1,69,2031153,29437.0,29280.0,28896,30464,408.9,"void <unnamed>::softmax_warp_forward<float, float, float, (int)10, (bool)0, (bool)0>(T2 *, const T1 *, int, int, int, const bool *, int, bool)"
:actor_actor_train_rollout_1,PushPop,329640,329640,1,70,1748774,24982.5,25504.0,6208,26049,3249.6,"void at::native::unrolled_elementwise_kernel<at::native::direct_copy_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 3)]::operator ()() const::[lambda() (instance 7)]::operator ()() const::[lambda(float) (instance 1)], std::array<char *, (unsigned long)2>, (int)4, TrivialOffsetCalculator<(int)1, unsigned int>, TrivialOffsetCalculator<(int)1, unsigned int>, at::native::memory::LoadWithCast<(int)1>, at::native::memory::StoreWithCast<(int)1>>(int, T1, T2, T4, T5, T6, T7)"
:actor_actor_train_rollout_1,PushPop,329640,329640,1,274,1607463,5866.7,4992.0,3935,9696,2138.8,"void at::native::<unnamed>::vectorized_layer_norm_kernel<c10::BFloat16, float, (bool)1>(int, T2, const T1 *, const T1 *, const T1 *, T2 *, T2 *, T1 *)"
:actor_actor_train_rollout_1,PushPop,329640,329640,1,341,1473480,4321.1,4640.0,2399,5440,986.8,"void at::native::elementwise_kernel<(int)128, (int)4, void at::native::gpu_kernel_impl_nocast<at::native::direct_copy_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 3)]::operator ()() const::[lambda() (instance 12)]::operator ()() const::[lambda(c10::BFloat16) (instance 1)]>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3)"
:actor_actor_train_rollout_1,PushPop,329640,329640,1,68,1303906,19175.1,19056.0,18208,20640,776.1,nvjet_sm90_tst_144x128_64x6_1x2_h_bz_TNN
:actor_actor_train_rollout_1,PushPop,329640,329640,1,272,1193209,4386.8,4303.5,2719,6305,1589.4,"void at::native::elementwise_kernel<(int)128, (int)4, void at::native::gpu_kernel_impl_nocast<at::native::BinaryFunctor<c10::BFloat16, c10::BFloat16, c10::BFloat16, at::native::binary_internal::MulFunctor<float>>>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3)"
:actor_actor_train_rollout_1,PushPop,329640,329640,1,136,860745,6329.0,6352.0,4095,8640,2149.2,"void at::native::<unnamed>::CatArrayBatchedCopy<at::native::<unnamed>::OpaqueType<(unsigned int)2>, unsigned int, (int)4, (int)64, (int)64>(T1 *, at::native::<unnamed>::CatArrInputTensorMetadata<T1, T2, T4, T5>, at::native::<unnamed>::TensorSizeStride<T2, (unsigned int)4>, int, T2)"
:actor_actor_train_rollout_1,PushPop,329640,329640,1,68,700973,10308.4,10304.0,10112,10657,115.0,nvjet_sm90_tst_192x192_64x4_2x1_v_bz_coopB_TNN
:actor_actor_train_rollout_1,PushPop,329640,329640,1,138,661252,4791.7,4800.0,4448,5248,158.7,triton_poi_fused_add_0
:actor_actor_train_rollout_1,PushPop,329640,329640,1,69,602329,8729.4,8704.0,8480,9599,197.6,nvjet_sm90_tst_128x96_64x7_1x2_h_bz_NNT
:actor_actor_train_rollout_1,PushPop,329640,329640,1,69,450153,6524.0,6496.0,6143,7104,181.0,triton_poi_fused_mul_silu_split_0
:actor_actor_train_rollout_1,PushPop,329640,329640,1,136,395645,2909.2,2928.0,2496,3328,307.0,"void at::native::elementwise_kernel<(int)128, (int)4, void at::native::gpu_kernel_impl_nocast<at::native::neg_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 2)]::operator ()() const::[lambda() (instance 9)]::operator ()() const::[lambda(c10::BFloat16) (instance 1)]>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3)"
:actor_actor_train_rollout_1,PushPop,329640,329640,1,2,389410,194705.0,194705.0,173729,215681,29664.5,ncclDevKernel_AllReduce_Sum_f32_RING_LL(ncclDevKernelArgsStorage<(unsigned long)4096>)
:actor_actor_train_rollout_1,PushPop,329640,329640,1,136,351589,2585.2,2623.5,1696,3584,833.2,"void at::native::<unnamed>::CatArrayBatchedCopy_vectorized<at::native::<unnamed>::OpaqueType<(unsigned int)2>, unsigned int, (int)4, (int)128, (int)1, (int)16, (int)8>(char *, at::native::<unnamed>::CatArrInputTensorMetadata<T1, T2, T4, T5>, at::native::<unnamed>::TensorSizeStride<T2, (unsigned int)4>, int, T2)"
:actor_actor_train_rollout_1,PushPop,329640,329640,1,275,328510,1194.6,1184.0,1120,1504,53.6,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::AUnaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float>>, std::array<char *, (unsigned long)2>>(int, T2, T3)"
:actor_actor_train_rollout_1,PushPop,329640,329640,1,136,297183,2185.2,2176.0,1920,2560,189.0,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::cos_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 2)]::operator ()() const::[lambda() (instance 2)]::operator ()() const::[lambda(float) (instance 1)], std::array<char *, (unsigned long)2>>(int, T2, T3)"
:actor_actor_train_rollout_1,PushPop,329640,329640,1,136,297153,2184.9,2096.0,1504,2976,588.9,"void at::native::vectorized_elementwise_kernel<(int)8, at::native::CUDAFunctor_add<c10::BFloat16>, std::array<char *, (unsigned long)3>>(int, T2, T3)"
:actor_actor_train_rollout_1,PushPop,329640,329640,1,136,275229,2023.7,2016.0,1856,2208,60.9,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::sin_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 2)]::operator ()() const::[lambda() (instance 2)]::operator ()() const::[lambda(float) (instance 1)], std::array<char *, (unsigned long)2>>(int, T2, T3)"
:actor_actor_train_rollout_1,PushPop,329640,329640,1,68,236448,3477.2,3456.0,3328,3713,97.2,"void at::native::triu_tril_kernel<float, int, (bool)1, (int)2, (bool)0>(at::cuda::detail::TensorInfo<T1, T2>, at::cuda::detail::TensorInfo<const T1, T2>, long, long, T2)"
:actor_actor_train_rollout_1,PushPop,329640,329640,1,69,226018,3275.6,3264.0,3200,3456,43.2,"void at::native::unrolled_elementwise_kernel<at::native::direct_copy_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 3)]::operator ()() const::[lambda() (instance 11)]::operator ()() const::[lambda(bool) (instance 1)], std::array<char *, (unsigned long)2>, (int)4, TrivialOffsetCalculator<(int)1, unsigned int>, TrivialOffsetCalculator<(int)1, unsigned int>, at::native::memory::LoadWithCast<(int)1>, at::native::memory::StoreWithCast<(int)1>>(int, T1, T2, T4, T5, T6, T7)"
:actor_actor_train_rollout_1,PushPop,329640,329640,1,2,50592,25296.0,25296.0,25248,25344,67.9,"<unnamed>::fused_linear_logp_sm90_combine_kernel(const float *, const float *, const float *, float *, float *, int, int, bool)"
:actor_actor_train_rollout_1,PushPop,329640,329640,1,2,14208,7104.0,7104.0,6688,7520,588.3,"void transformer_engine::normalization::rmsnorm_fwd_general_kernel<transformer_engine::normalization::Kernel_traits<__nv_bfloat16, __nv_bfloat16, __nv_bfloat16, float, unsigned int, (unsigned int)8192, (unsigned int)1, (unsigned int)1, (unsigned int)4, (unsigned int)16, transformer_engine::normalization::Kernel_traits_base<(unsigned int)8192, __nv_bfloat16, __nv_bfloat16, __nv_bfloat16, float, unsigned int, (unsigned int)128>>>(transformer_engine::normalization::ForwardKernelParams)"
:actor_actor_train_rollout_1,PushPop,329640,329640,1,10,13406,1340.6,1312.0,1152,1759,159.7,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::CUDAFunctor_add<float>, std::array<char *, (unsigned long)3>>(int, T2, T3)"
:actor_actor_train_rollout_1,PushPop,329640,329640,1,4,12384,3096.0,3072.0,1920,4320,1288.3,"void at::native::reduce_kernel<(int)128, (int)4, at::native::ReduceOp<float, at::native::func_wrapper_t<float, at::native::sum_functor<float, float, float>::operator ()(at::TensorIterator &)::[lambda(float, float) (instance 1)]>, unsigned int, float, (int)4, (int)4>>(T3)"
:actor_actor_train_rollout_1,PushPop,329640,329640,1,2,12031,6015.5,6015.5,5919,6112,136.5,"void at::native::elementwise_kernel<(int)128, (int)4, void at::native::gpu_kernel_impl_nocast<at::native::<unnamed>::masked_fill_kernel(at::TensorIterator &, const c10::Scalar &)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 12)]::operator ()() const::[lambda(c10::BFloat16, bool) (instance 1)]>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3)"
:actor_actor_train_rollout_1,PushPop,329640,329640,1,4,11136,2784.0,2608.0,2560,3360,384.9,"void at::native::unrolled_elementwise_kernel<at::native::BinaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float>>, std::array<char *, (unsigned long)3>, (int)4, TrivialOffsetCalculator<(int)2, unsigned int>, TrivialOffsetCalculator<(int)1, unsigned int>, at::native::memory::LoadWithCast<(int)2>, at::native::memory::StoreWithCast<(int)1>>(int, T1, T2, T4, T5, T6, T7)"
:actor_actor_train_rollout_1,PushPop,329640,329640,1,2,8896,4448.0,4448.0,4384,4512,90.5,"void at::native::reduce_kernel<(int)128, (int)4, at::native::ReduceOp<float, at::native::func_wrapper_t<float, at::native::MaxNanFunctor<float>>, unsigned int, float, (int)4, (int)4>>(T3)"
:actor_actor_train_rollout_1,PushPop,329640,329640,1,4,8128,2032.0,2016.0,1856,2240,160.0,"void at::native::reduce_kernel<(int)512, (int)1, at::native::ReduceOp<float, at::native::func_wrapper_t<float, at::native::sum_functor<float, float, float>::operator ()(at::TensorIterator &)::[lambda(float, float) (instance 1)]>, unsigned int, float, (int)4, (int)4>>(T3)"
:actor_actor_train_rollout_1,PushPop,329640,329640,1,2,8064,4032.0,4032.0,3520,4544,724.1,"void at::native::vectorized_gather_kernel<(int)16, long>(char *, char *, T2 *, int, long, long, long, long, bool)"
:actor_actor_train_rollout_1,PushPop,329640,329640,1,6,6944,1157.3,1136.0,1056,1344,102.0,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::FillFunctor<int>, std::array<char *, (unsigned long)1>>(int, T2, T3)"
:actor_actor_train_rollout_1,PushPop,329640,329640,1,4,6656,1664.0,1680.0,1376,1920,240.9,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::BinaryFunctor<float, float, float, at::native::binary_internal::DivFunctor<float>>, std::array<char *, (unsigned long)3>>(int, T2, T3)"
:actor_actor_train_rollout_1,PushPop,329640,329640,1,5,6528,1305.6,1344.0,1152,1472,147.3,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::CUDAFunctorOnSelf_add<float>, std::array<char *, (unsigned long)2>>(int, T2, T3)"
:actor_actor_train_rollout_1,PushPop,329640,329640,1,3,6304,2101.3,1280.0,1184,3840,1506.5,"void at::native::<unnamed>::CatArrayBatchedCopy_vectorized<at::native::<unnamed>::OpaqueType<(unsigned int)4>, unsigned int, (int)1, (int)128, (int)1, (int)16, (int)4>(char *, at::native::<unnamed>::CatArrInputTensorMetadata<T1, T2, T4, T5>, at::native::<unnamed>::TensorSizeStride<T2, (unsigned int)4>, int, T2)"
:actor_actor_train_rollout_1,PushPop,329640,329640,1,2,6048,3024.0,3024.0,3008,3040,22.6,"void at::native::unrolled_elementwise_kernel<at::native::direct_copy_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 3)]::operator ()() const::[lambda() (instance 4)]::operator ()() const::[lambda(long) (instance 1)], std::array<char *, (unsigned long)2>, (int)4, TrivialOffsetCalculator<(int)1, unsigned int>, TrivialOffsetCalculator<(int)1, unsigned int>, at::native::memory::LoadWithCast<(int)1>, at::native::memory::StoreWithCast<(int)1>>(int, T1, T2, T4, T5, T6, T7)"
:actor_actor_train_rollout_1,PushPop,329640,329640,1,4,5888,1472.0,1376.0,1312,1824,238.0,"void at::native::vectorized_elementwise_kernel<(int)4, void at::native::compare_scalar_kernel<long>(at::TensorIteratorBase &, at::native::<unnamed>::OpType, T1)::[lambda(long) (instance 1)], std::array<char *, (unsigned long)2>>(int, T2, T3)"
:actor_actor_train_rollout_1,PushPop,329640,329640,1,4,5536,1384.0,1376.0,1344,1440,48.0,"void at::native::vectorized_elementwise_kernel<(int)2, at::native::CUDAFunctorOnSelf_add<long>, std::array<char *, (unsigned long)2>>(int, T2, T3)"
:actor_actor_train_rollout_1,PushPop,329640,329640,1,4,5377,1344.3,1264.5,1120,1728,265.1,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::AbsFunctor<float>, std::array<char *, (unsigned long)2>>(int, T2, T3)"
:actor_actor_train_rollout_1,PushPop,329640,329640,1,4,5184,1296.0,1264.0,1248,1408,76.2,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::<unnamed>::launch_clamp_scalar(at::TensorIteratorBase &, c10::Scalar, c10::Scalar, at::native::detail::ClampLimits)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 7)]::operator ()() const::[lambda(float) (instance 1)], std::array<char *, (unsigned long)2>>(int, T2, T3)"
:actor_actor_train_rollout_1,PushPop,329640,329640,1,2,4896,2448.0,2448.0,2240,2656,294.2,"void at::native::reduce_kernel<(int)512, (int)1, at::native::ReduceOp<int, at::native::func_wrapper_t<int, at::native::MaxNanFunctor<int>>, unsigned int, int, (int)4, (int)4>>(T3)"
:actor_actor_train_rollout_1,PushPop,329640,329640,1,3,4640,1546.7,1568.0,1280,1792,256.7,"void at::native::vectorized_elementwise_kernel<(int)2, at::native::<unnamed>::launch_clamp_scalar(at::TensorIteratorBase &, c10::Scalar, c10::Scalar, at::native::detail::ClampLimits)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 4)]::operator ()() const::[lambda(long) (instance 1)], std::array<char *, (unsigned long)2>>(int, T2, T3)"
:actor_actor_train_rollout_1,PushPop,329640,329640,1,2,4576,2288.0,2288.0,2272,2304,22.6,"void at::native::reduce_kernel<(int)512, (int)1, at::native::ReduceOp<long, at::native::func_wrapper_t<long, at::native::sum_functor<long, long, long>::operator ()(at::TensorIterator &)::[lambda(long, long) (instance 1)]>, unsigned int, long, (int)4, (int)4>>(T3)"
:actor_actor_train_rollout_1,PushPop,329640,329640,1,4,4576,1144.0,1136.0,1088,1216,66.0,"void at::native::vectorized_elementwise_kernel<(int)2, at::native::FillFunctor<long>, std::array<char *, (unsigned long)1>>(int, T2, T3)"
:actor_actor_train_rollout_1,PushPop,329640,329640,1,3,4096,1365.3,1376.0,1344,1376,18.5,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::AUnaryFunctor<float, float, bool, at::native::<unnamed>::CompareEqFunctor<float>>, std::array<char *, (unsigned long)2>>(int, T2, T3)"
:actor_actor_train_rollout_1,PushPop,329640,329640,1,2,3776,1888.0,1888.0,1856,1920,45.3,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::BinaryFunctor<bool, bool, bool, at::native::BitwiseOrFunctor<bool>>, std::array<char *, (unsigned long)3>>(int, T2, T3)"
:actor_actor_train_rollout_1,PushPop,329640,329640,1,2,3776,1888.0,1888.0,1856,1920,45.3,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::exp_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 2)]::operator ()() const::[lambda() (instance 2)]::operator ()() const::[lambda(float) (instance 1)], std::array<char *, (unsigned long)2>>(int, T2, T3)"
