PID,TID,DevId,Count,QCount,TAvg (ns),TMed (ns),TMin (ns),TMax (ns),TStdDev (ns),AAvg (ns),AMed (ns),AMin (ns),AMax (ns),AStdDev (ns),QAvg (ns),QMed (ns),QMin (ns),QMax (ns),QStdDev (ns),KAvg (ns),KMed (ns),KMin (ns),KMax (ns),KStdDev (ns),API Name,Kernel Name
318229,318229,0,115,110,24324872.8,33754.0,15632,94965316,38339624.0,6661.5,5851.0,5347,29594,3107.0,25397352.5,1810.0,169,94933999,38846746.9,25201.2,25824.0,6176,26561,3624.9,cudaLaunchKernel,"void at::native::unrolled_elementwise_kernel<at::native::direct_copy_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 3)]::operator ()() const::[lambda() (instance 7)]::operator ()() const::[lambda(float) (instance 1)], std::array<char *, (unsigned long)2>, (int)4, TrivialOffsetCalculator<(int)1, unsigned int>, TrivialOffsetCalculator<(int)1, unsigned int>, at::native::memory::LoadWithCast<(int)1>, at::native::memory::StoreWithCast<(int)1>>(int, T1, T2, T4, T5, T6, T7)"
318229,318229,0,442,409,24244363.2,15985.0,9199,95693125,38413934.6,66072.5,7428.5,3242,24282902,1154777.9,26122943.5,1897.0,44,95677863,39202984.9,5870.5,4960.0,3904,9760,2149.5,cudaLaunchKernel,"void at::native::<unnamed>::vectorized_layer_norm_kernel<c10::BFloat16, float, (bool)1>(int, T2, const T1 *, const T1 *, const T1 *, T2 *, T2 *, T1 *)"
318229,318229,0,110,99,24131998.4,28026.5,26759,95532172,38473083.6,9458.5,8195.5,7121,38828,4486.9,26782325.7,1012.0,17,95505971,39672311.2,18732.0,18528.0,18080,20608,545.1,cuLaunchKernelEx,nvjet_sm90_tst_144x128_64x6_1x2_h_bz_TNN
318229,318229,0,551,523,24123147.6,12464.0,8265,95465938,38230128.8,5808.8,4650.0,3606,39229,3522.7,25404027.2,1977.0,0,95451153,38821542.9,4347.9,4640.0,2400,5600,1012.3,cudaLaunchKernel,"void at::native::elementwise_kernel<(int)128, (int)4, void at::native::gpu_kernel_impl_nocast<at::native::direct_copy_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 3)]::operator ()() const::[lambda() (instance 12)]::operator ()() const::[lambda(c10::BFloat16) (instance 1)]>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3)"
318229,318229,0,220,211,24042074.2,9440.0,7563,95366378,38277348.3,5391.2,5198.5,3668,21924,2520.8,25059705.0,1974.0,143,95356941,38757692.1,2188.2,2176.0,1856,2560,198.5,cudaLaunchKernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::cos_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 2)]::operator ()() const::[lambda() (instance 2)]::operator ()() const::[lambda(float) (instance 1)], std::array<char *, (unsigned long)2>>(int, T2, T3)"
318229,318229,0,440,425,24030737.4,8027.5,6454,95343989,38218540.9,4927.6,3850.5,3254,31429,2898.6,24872572.2,2020.0,3,95336977,38616140.3,1191.1,1184.0,1120,1504,40.4,cudaLaunchKernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::AUnaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float>>, std::array<char *, (unsigned long)2>>(int, T2, T3)"
318229,318229,0,220,213,24028534.0,8450.5,7260,95309126,38257802.5,4755.0,4494.0,3405,18973,2066.2,24811232.2,1980.0,95,95302222,38630600.6,2020.1,2016.0,1825,2176,69.2,cudaLaunchKernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::sin_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 2)]::operator ()() const::[lambda() (instance 2)]::operator ()() const::[lambda(float) (instance 1)], std::array<char *, (unsigned long)2>>(int, T2, T3)"
318229,318229,0,440,424,24016260.5,12049.5,8167,95280210,38191697.1,4681.0,4075.5,3500,21006,2221.5,24913183.2,2020.0,89,95268169,38615769.8,4390.1,4560.0,2720,6240,1571.3,cudaLaunchKernel,"void at::native::elementwise_kernel<(int)128, (int)4, void at::native::gpu_kernel_impl_nocast<at::native::BinaryFunctor<c10::BFloat16, c10::BFloat16, c10::BFloat16, at::native::binary_internal::MulFunctor<float>>>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3)"
318229,318229,0,220,212,24015671.9,10221.5,8081,95254600,38235554.5,5274.5,4948.5,3681,26559,2664.4,24913372.9,1917.0,338,95245986,38661820.6,3000.9,3104.0,2560,3648,358.6,cudaLaunchKernel,"void at::native::elementwise_kernel<(int)128, (int)4, void at::native::gpu_kernel_impl_nocast<at::native::neg_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 2)]::operator ()() const::[lambda() (instance 9)]::operator ()() const::[lambda(c10::BFloat16) (instance 1)]>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3)"
318229,318229,0,220,213,24015519.9,15897.0,10051,95243355,38229628.5,5596.4,5542.5,3851,23310,2429.4,24792499.9,2109.0,5,95229314,38602289.8,6307.2,6303.5,4095,8704,2122.9,cudaLaunchKernel,"void at::native::<unnamed>::CatArrayBatchedCopy<at::native::<unnamed>::OpaqueType<(unsigned int)2>, unsigned int, (int)4, (int)64, (int)64>(T1 *, at::native::<unnamed>::CatArrInputTensorMetadata<T1, T2, T4, T5>, at::native::<unnamed>::TensorSizeStride<T2, (unsigned int)4>, int, T2)"
318229,318229,0,220,216,24006470.3,9469.0,6819,95223153,38223256.0,4682.5,4555.5,3253,20561,2158.7,24444050.4,2111.0,92,95215935,38435767.3,2198.8,2128.0,1504,3041,572.0,cudaLaunchKernel,"void at::native::vectorized_elementwise_kernel<(int)8, at::native::CUDAFunctor_add<c10::BFloat16>, std::array<char *, (unsigned long)3>>(int, T2, T3)"
318229,318229,0,220,213,24003868.3,9918.5,7360,95212769,38218390.2,5017.6,4584.0,3542,20445,2335.2,24784933.5,2130.0,103,95204383,38590835.5,2578.6,2623.5,1696,3552,832.7,cudaLaunchKernel,"void at::native::<unnamed>::CatArrayBatchedCopy_vectorized<at::native::<unnamed>::OpaqueType<(unsigned int)2>, unsigned int, (int)4, (int)128, (int)1, (int)16, (int)8>(char *, at::native::<unnamed>::CatArrInputTensorMetadata<T1, T2, T4, T5>, at::native::<unnamed>::TensorSizeStride<T2, (unsigned int)4>, int, T2)"
318229,318229,0,555,538,23957219.7,7940.0,6454,95321446,38155939.4,4579.5,3995.0,3248,25118,2328.4,24704865.2,2160.0,64,95315531,38513031.1,4529.8,1216.0,1120,19392,6645.1,cudaLaunchKernel,"void at::native::vectorized_elementwise_kernel<(int)8, at::native::bfloat16_copy_kernel_cuda(at::TensorIteratorBase &)::[lambda(float) (instance 1)], std::array<char *, (unsigned long)2>>(int, T2, T3)"
318229,318229,0,114,106,23131573.2,17875.0,17190,94971737,37791452.4,6935.8,5905.0,5324,31757,3421.8,24844992.2,1524.5,83,94955797,38651745.1,23271.3,10305.0,10048,380609,68217.3,cuLaunchKernelEx,nvjet_sm90_tst_192x192_64x4_2x1_v_bz_coopB_TNN
318460,319219,1,1,1,21272637.0,21272637.0,21272637,21272637,0.0,29140.0,29140.0,29140,29140,0.0,21233513.0,21233513.0,21233513,21233513,0.0,9984.0,9984.0,9984,9984,0.0,cudaLaunchKernel,"void transformer_engine::normalization::rmsnorm_bwd_general_kernel<transformer_engine::normalization::Kernel_traits<__nv_bfloat16, __nv_bfloat16, __nv_bfloat16, float, unsigned int, (unsigned int)4096, (unsigned int)1, (unsigned int)1, (unsigned int)4, (unsigned int)16, transformer_engine::normalization::Kernel_traits_base<(unsigned int)4096, __nv_bfloat16, __nv_bfloat16, __nv_bfloat16, float, unsigned int, (unsigned int)128>>, (bool)0>(transformer_engine::normalization::BackwardKernelParams)"
318460,319219,1,1,1,21248302.0,21248302.0,21248302,21248302,0.0,16006.0,16006.0,16006,16006,0.0,21211176.0,21211176.0,21211176,21211176,0.0,21120.0,21120.0,21120,21120,0.0,cudaLaunchKernel,"void transformer_engine::normalization::rmsnorm_bwd_finalize_general_kernel<__nv_bfloat16, float, (unsigned int)4, (unsigned int)1, (unsigned int)4, (unsigned int)32>(transformer_engine::normalization::BackwardKernelParams)"
318229,318229,0,4,4,16973866.8,40025.5,18394,67797022,33882109.3,12548.3,12392.5,11346,14062,1170.4,16954574.5,20833.0,392,67776240,33881115.8,6744.0,6720.0,6656,6880,95.6,cudaLaunchKernel,"void transformer_engine::normalization::rmsnorm_fwd_general_kernel<transformer_engine::normalization::Kernel_traits<__nv_bfloat16, __nv_bfloat16, __nv_bfloat16, float, unsigned int, (unsigned int)8192, (unsigned int)1, (unsigned int)1, (unsigned int)4, (unsigned int)16, transformer_engine::normalization::Kernel_traits_base<(unsigned int)8192, __nv_bfloat16, __nv_bfloat16, __nv_bfloat16, float, unsigned int, (unsigned int)128>>>(transformer_engine::normalization::ForwardKernelParams)"
318229,318229,0,4,4,16805260.8,15097.0,14591,67176258,33580664.8,11705.0,11501.5,10604,13213,1095.9,16790219.8,487.0,220,67159685,33579643.5,3336.0,3408.0,3008,3520,228.3,cudaLaunchKernel,"void at::native::unrolled_elementwise_kernel<at::native::direct_copy_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 3)]::operator ()() const::[lambda() (instance 4)]::operator ()() const::[lambda(long) (instance 1)], std::array<char *, (unsigned long)2>, (int)4, TrivialOffsetCalculator<(int)1, unsigned int>, TrivialOffsetCalculator<(int)1, unsigned int>, at::native::memory::LoadWithCast<(int)1>, at::native::memory::StoreWithCast<(int)1>>(int, T1, T2, T4, T5, T6, T7)"
318229,318229,0,4,4,16795398.0,11968.0,10967,67146689,33567527.3,8238.8,8388.5,7680,8498,377.1,16784871.3,1281.5,1003,67135919,33567365.2,2288.0,2256.0,2240,2400,76.2,cudaLaunchKernel,"void at::native::reduce_kernel<(int)512, (int)1, at::native::ReduceOp<long, at::native::func_wrapper_t<long, at::native::sum_functor<long, long, long>::operator ()(at::TensorIterator &)::[lambda(long, long) (instance 1)]>, unsigned int, long, (int)4, (int)4>>(T3)"
318229,318229,0,4,4,16784192.0,11203.0,10329,67104033,33546560.7,10829.5,8470.0,7591,18787,5328.6,16771850.5,1384.5,955,67083678,33541218.3,1512.0,1504.0,1472,1568,48.0,cudaLaunchKernel,"void at::native::vectorized_elementwise_kernel<(int)2, at::native::<unnamed>::launch_clamp_scalar(at::TensorIteratorBase &, c10::Scalar, c10::Scalar, at::native::detail::ClampLimits)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 4)]::operator ()() const::[lambda(long) (instance 1)], std::array<char *, (unsigned long)2>>(int, T2, T3)"
318229,318229,0,171,164,15994963.5,16994.0,7066,94944363,33183242.6,6630.9,5776.0,3508,64283,4828.4,16646751.5,3412.5,7,94938071,33730334.9,23061.5,1568.0,992,609152,94617.6,cudaLaunchKernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::FillFunctor<float>, std::array<char *, (unsigned long)1>>(int, T2, T3)"
318229,318229,0,7,5,9809422.0,104952.0,8767,66887715,25174773.9,16121.7,10158.0,6265,37416,12609.4,13709462.4,136058.0,1448,66879000,29728862.7,1101.7,1088.0,1088,1120,17.1,cudaLaunchKernel,"void at::native::vectorized_elementwise_kernel<(int)2, at::native::FillFunctor<long>, std::array<char *, (unsigned long)1>>(int, T2, T3)"
318229,318229,0,7,7,9589584.7,9694.0,8918,67063752,25343725.6,7700.4,6645.0,5976,11106,2125.5,9580458.0,1265.0,592,67056177,25344409.8,1426.3,1376.0,1344,1600,101.0,cudaLaunchKernel,"void at::native::vectorized_elementwise_kernel<(int)2, at::native::CUDAFunctorOnSelf_add<long>, std::array<char *, (unsigned long)2>>(int, T2, T3)"
318229,318229,0,1,1,7493641.0,7493641.0,7493641,7493641,0.0,18538.0,18538.0,18538,18538,0.0,7473631.0,7473631.0,7473631,7473631,0.0,1472.0,1472.0,1472,1472,0.0,cudaLaunchKernel,"void <unnamed>::elementwise_kernel_with_index<int, at::native::arange_cuda_out(const c10::Scalar &, const c10::Scalar &, const c10::Scalar &, at::Tensor &)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 7)]::operator ()() const::[lambda(long) (instance 1)]>(T1, T2, function_traits<T2>::result_type *)"
318229,318229,0,1,1,7443257.0,7443257.0,7443257,7443257,0.0,7297.0,7297.0,7297,7297,0.0,7434680.0,7434680.0,7434680,7434680,0.0,1280.0,1280.0,1280,1280,0.0,cudaLaunchKernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::CUDAFunctorOnSelf_add<float>, std::array<char *, (unsigned long)2>>(int, T2, T3)"
318229,318229,0,1,1,7383061.0,7383061.0,7383061,7383061,0.0,9625.0,9625.0,9625,9625,0.0,7371676.0,7371676.0,7371676,7371676,0.0,1760.0,1760.0,1760,1760,0.0,cudaLaunchKernel,"void at::native::elementwise_kernel<(int)128, (int)2, void at::native::gpu_kernel_impl_nocast<at::native::BinaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float>>>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3)"
318229,318229,0,1,1,7344521.0,7344521.0,7344521,7344521,0.0,10211.0,10211.0,10211,10211,0.0,7332678.0,7332678.0,7332678,7332678,0.0,1632.0,1632.0,1632,1632,0.0,cudaLaunchKernel,"void at::native::<unnamed>::CatArrayBatchedCopy_vectorized<at::native::<unnamed>::OpaqueType<(unsigned int)4>, unsigned int, (int)2, (int)128, (int)1, (int)16, (int)4>(char *, at::native::<unnamed>::CatArrInputTensorMetadata<T1, T2, T4, T5>, at::native::<unnamed>::TensorSizeStride<T2, (unsigned int)4>, int, T2)"
318460,319219,1,1,1,3744309.0,3744309.0,3744309,3744309,0.0,9651.0,9651.0,9651,9651,0.0,3677570.0,3677570.0,3677570,3677570,0.0,57088.0,57088.0,57088,57088,0.0,cudaLaunchKernel,"void at::native::<unnamed>::embedding_backward_feature_kernel<c10::BFloat16, float, long>(const T3 *, const T1 *, T1 *, int, long, int)"
318460,319219,1,1,1,3622839.0,3622839.0,3622839,3622839,0.0,9382.0,9382.0,9382,9382,0.0,3607666.0,3607666.0,3607666,3607666,0.0,5791.0,5791.0,5791,5791,0.0,cudaLaunchKernel,"void at::native::elementwise_kernel<(int)128, (int)4, void at::native::gpu_kernel_impl_nocast<at::native::<unnamed>::masked_fill_kernel(at::TensorIterator &, const c10::Scalar &)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 12)]::operator ()() const::[lambda(c10::BFloat16, bool) (instance 1)]>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3)"
318460,319219,1,105,101,2949530.7,1793615.0,46195,22503834,3814223.1,13711.9,12695.0,11084,44378,4338.6,1384995.3,554855.0,13,13083305,2496140.7,1603676.3,1145765.0,32128,22469703,2648763.4,cuLaunchKernelEx,ncclDevKernel_AllReduce_Sum_bf16_RING_LL(ncclDevKernelArgsStorage<(unsigned long)4096>)
318460,319219,1,27,27,2810647.4,1157247.0,28239,19590526,4506917.8,9917.0,8279.0,7694,35519,5456.4,2781766.2,1130503.0,416,19535807,4503211.3,18964.2,18752.0,18112,20640,607.2,cuLaunchKernelEx,nvjet_sm90_tst_144x128_64x6_1x2_h_bz_TNN
318460,319219,1,106,103,2569889.1,1188757.5,10251,20064918,4012427.2,7398.4,7701.0,3829,32004,3621.0,2630567.9,1187423.0,991,20025202,4044938.2,6382.8,6351.5,3936,9791,2143.8,cudaLaunchKernel,"void at::native::<unnamed>::vectorized_layer_norm_kernel<c10::BFloat16, float, (bool)1>(int, T2, const T1 *, const T1 *, const T1 *, T2 *, T2 *, T1 *)"
318460,319219,1,53,53,2493551.8,868898.0,8625,18791956,4320601.3,6262.8,5729.0,4492,20811,2650.0,2485088.8,860420.0,1083,18768361,4318981.2,2200.2,2272.0,1952,2784,186.1,cudaLaunchKernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::cos_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 2)]::operator ()() const::[lambda() (instance 2)]::operator ()() const::[lambda(float) (instance 1)], std::array<char *, (unsigned long)2>>(int, T2, T3)"
318460,319219,1,51,51,2441386.1,811727.0,8204,18571307,4346604.1,5559.0,5092.0,4092,18475,2475.0,2433829.3,804607.0,78,18550368,4345121.2,1997.8,1985.0,1888,2464,85.2,cudaLaunchKernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::sin_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 2)]::operator ()() const::[lambda() (instance 2)]::operator ()() const::[lambda(float) (instance 1)], std::array<char *, (unsigned long)2>>(int, T2, T3)"
318460,319219,1,158,158,2438782.7,825019.5,7295,21851119,4253586.8,5093.3,4684.0,3687,21199,2134.3,2426757.0,819209.0,1604,21826623,4252485.5,6932.5,1216.0,1120,19264,7967.2,cudaLaunchKernel,"void at::native::vectorized_elementwise_kernel<(int)8, at::native::bfloat16_copy_kernel_cuda(at::TensorIteratorBase &)::[lambda(float) (instance 1)], std::array<char *, (unsigned long)2>>(int, T2, T3)"
318460,319219,1,104,103,2402901.6,815699.5,7315,18710769,4301261.2,5365.0,4475.5,3874,17758,2370.7,2419610.4,825299.0,185,18691379,4314563.7,1203.1,1185.0,1120,1632,59.6,cudaLaunchKernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::AUnaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float>>, std::array<char *, (unsigned long)2>>(int, T2, T3)"
318460,319219,1,56,55,2379209.5,1073159.5,31964,21999193,4220896.0,7837.4,6636.0,6077,39124,4853.6,2388815.6,1058506.0,1259,21953189,4245643.0,25219.6,25536.0,6880,27968,2999.5,cudaLaunchKernel,"void at::native::unrolled_elementwise_kernel<at::native::direct_copy_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 3)]::operator ()() const::[lambda() (instance 7)]::operator ()() const::[lambda(float) (instance 1)], std::array<char *, (unsigned long)2>, (int)4, TrivialOffsetCalculator<(int)1, unsigned int>, TrivialOffsetCalculator<(int)1, unsigned int>, at::native::memory::LoadWithCast<(int)1>, at::native::memory::StoreWithCast<(int)1>>(int, T1, T2, T4, T5, T6, T7)"
318460,319219,1,51,50,2311019.6,1532943.0,14346,14309876,2731920.0,10787.0,9855.0,8921,36913,4062.6,2341363.7,1533683.0,860,14289575,2739681.8,4839.6,4768.0,4480,5312,205.6,cuLaunchKernel,triton_poi_fused_add_0
318460,319219,1,162,162,2224017.5,816240.5,9466,19295211,3901494.0,6081.2,5364.5,4426,26153,2468.3,2213597.6,806937.5,179,19264130,3900004.7,4338.8,4640.0,2368,5792,963.7,cudaLaunchKernel,"void at::native::elementwise_kernel<(int)128, (int)4, void at::native::gpu_kernel_impl_nocast<at::native::direct_copy_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 3)]::operator ()() const::[lambda() (instance 12)]::operator ()() const::[lambda(c10::BFloat16) (instance 1)]>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3)"
318460,319219,1,54,54,2147342.8,1163846.0,40589,15782159,3285367.9,6729.8,6140.5,5317,21765,2507.2,2106935.8,1123800.5,934,15727050,3284150.7,33677.2,33408.0,33088,34593,491.9,cudaLaunchKernel,"void at::native::elementwise_kernel<(int)128, (int)2, void at::native::gpu_kernel_impl_nocast<at::native::<unnamed>::masked_fill_kernel(at::TensorIterator &, const c10::Scalar &)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 7)]::operator ()() const::[lambda(float, bool) (instance 1)]>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3)"
318460,319219,1,27,27,2143444.9,1383333.0,55040,9551413,2462841.2,6019.3,5742.0,5046,11351,1149.6,2098514.7,1337459.0,5545,9506299,2462998.8,38910.9,38656.0,38144,40512,679.0,cudaLaunchKernel,"void <unnamed>::softmax_warp_backward<float, float, float, (int)10, (bool)0, (bool)0>(T2 *, const T1 *, const T1 *, int, int, int, const bool *)"
318460,319219,1,81,81,2142889.7,1319323.0,18412,15014311,2997528.5,7463.2,7634.0,4463,28541,3044.8,2124263.3,1298635.0,1246,14977003,2996482.1,11163.2,9376.0,8064,16416,3091.2,cuLaunchKernelEx,nvjet_sm90_tst_128x96_64x7_1x2_h_bz_NNT
318460,319219,1,27,27,2141203.7,397292.0,10441,15888192,4009873.0,6650.4,5231.0,4988,18808,3344.6,2131117.5,388828.0,1268,15865480,4008214.7,3435.9,3424.0,3328,3904,108.0,cudaLaunchKernel,"void at::native::triu_tril_kernel<float, int, (bool)1, (int)2, (bool)0>(at::cuda::detail::TensorInfo<T1, T2>, at::cuda::detail::TensorInfo<const T1, T2>, long, long, T2)"
318460,319219,1,28,27,2135343.5,1437418.0,19996,9979011,2540469.5,6332.9,5914.0,5193,15608,1916.1,2194273.5,1445087.0,1337,9959773,2554385.3,13134.8,13088.0,12832,13760,206.1,cuLaunchKernelEx,nvjet_sm90_tst_128x160_64x5_2x1_v_bz_NTT
318460,319219,1,27,27,2128388.6,384919.0,10166,15827675,4002203.0,5949.7,5492.0,4960,16985,2271.4,2119166.5,375988.0,1117,15807394,4000714.9,3272.3,3264.0,3231,3328,24.5,cudaLaunchKernel,"void at::native::unrolled_elementwise_kernel<at::native::direct_copy_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 3)]::operator ()() const::[lambda() (instance 11)]::operator ()() const::[lambda(bool) (instance 1)], std::array<char *, (unsigned long)2>, (int)4, TrivialOffsetCalculator<(int)1, unsigned int>, TrivialOffsetCalculator<(int)1, unsigned int>, at::native::memory::LoadWithCast<(int)1>, at::native::memory::StoreWithCast<(int)1>>(int, T1, T2, T4, T5, T6, T7)"
318460,319219,1,27,27,2121682.8,380596.0,38101,15614697,3970597.9,7289.5,6319.0,5766,20714,3162.3,2084137.7,344019.0,1341,15562847,3968775.5,30255.6,30176.0,29664,31136,385.6,cudaLaunchKernel,"void <unnamed>::softmax_warp_forward<float, float, float, (int)10, (bool)0, (bool)0>(T2 *, const T1 *, int, int, int, const bool *, int, bool)"
318460,319219,1,106,106,2120260.4,959403.5,8974,18309070,3442558.1,5623.1,5304.0,4212,36604,3259.1,2111717.4,951544.0,760,18268754,3440831.6,2919.9,2912.5,2624,3712,245.0,cudaLaunchKernel,"void at::native::elementwise_kernel<(int)128, (int)4, void at::native::gpu_kernel_impl_nocast<at::native::neg_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 2)]::operator ()() const::[lambda() (instance 9)]::operator ()() const::[lambda(c10::BFloat16) (instance 1)]>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3)"
318460,319219,1,217,215,2115191.1,1462264.0,9286,20794794,2719430.0,6982.1,6014.0,4340,29521,2691.7,2099390.7,1420804.0,659,20760025,2723751.1,28179.3,6464.0,1600,108289,34130.5,cudaLaunchKernel,"void at::native::unrolled_elementwise_kernel<at::native::CUDAFunctor_add<float>, std::array<char *, (unsigned long)3>, (int)4, TrivialOffsetCalculator<(int)2, unsigned int>, TrivialOffsetCalculator<(int)1, unsigned int>, at::native::memory::LoadWithCast<(int)2>, at::native::memory::StoreWithCast<(int)1>>(int, T1, T2, T4, T5, T6, T7)"
