NVTX Range,Style,PID,TID,NVTX Inst,Kern Inst,Total Time (ns),Avg (ns),Med (ns),Min (ns),Max (ns),StdDev (ns),Kernel Name
,,318229,319208,0,3,9887,3295.7,3295.0,3264,3328,32.0,"void at::native::unrolled_elementwise_kernel<at::native::direct_copy_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 3)]::operator ()() const::[lambda() (instance 11)]::operator ()() const::[lambda(bool) (instance 1)], std::array<char *, (unsigned long)2>, (int)4, TrivialOffsetCalculator<(int)1, unsigned int>, TrivialOffsetCalculator<(int)1, unsigned int>, at::native::memory::LoadWithCast<(int)1>, at::native::memory::StoreWithCast<(int)1>>(int, T1, T2, T4, T5, T6, T7)"
,,318229,319208,0,7,8384,1197.7,1184.0,1152,1344,68.8,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::AUnaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float>>, std::array<char *, (unsigned long)2>>(int, T2, T3)"
,,318229,319208,0,4,7936,1984.0,2000.0,1888,2048,69.1,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::sin_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 2)]::operator ()() const::[lambda() (instance 2)]::operator ()() const::[lambda(float) (instance 1)], std::array<char *, (unsigned long)2>>(int, T2, T3)"
,,318229,319208,0,3,6401,2133.7,2080.0,2016,2305,151.8,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::cos_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 2)]::operator ()() const::[lambda() (instance 2)]::operator ()() const::[lambda(float) (instance 1)], std::array<char *, (unsigned long)2>>(int, T2, T3)"
,,318229,319208,0,3,4577,1525.7,1536.0,1504,1537,18.8,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::FillFunctor<float>, std::array<char *, (unsigned long)1>>(int, T2, T3)"
,,318460,319219,0,137,3913164,28563.2,6464.0,1632,108289,34509.4,"void at::native::unrolled_elementwise_kernel<at::native::CUDAFunctor_add<float>, std::array<char *, (unsigned long)3>, (int)4, TrivialOffsetCalculator<(int)2, unsigned int>, TrivialOffsetCalculator<(int)1, unsigned int>, at::native::memory::LoadWithCast<(int)2>, at::native::memory::StoreWithCast<(int)1>>(int, T1, T2, T4, T5, T6, T7)"
,,318460,319219,0,18,1656231,92012.8,77808.0,57089,393986,75768.4,nvjet_sm90_tst_320x128_64x3_1x2_h_bz_coopB_NTT
,,318460,319219,0,34,1145189,33682.0,33440.0,33088,34560,471.0,"void at::native::elementwise_kernel<(int)128, (int)2, void at::native::gpu_kernel_impl_nocast<at::native::<unnamed>::masked_fill_kernel(at::TensorIterator &, const c10::Scalar &)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 7)]::operator ()() const::[lambda(float, bool) (instance 1)]>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3)"
,,318460,319219,0,34,1143012,33618.0,33520.0,18176,49728,15387.6,nvjet_sm90_tst_128x128_64x6_4x2_h_bz_NNT
,,318460,319219,0,17,944902,55582.5,55521.0,55104,56320,273.4,nvjet_sm90_tst_256x128_64x4_1x2_h_bz_coopA_TNT
,,318460,319219,0,37,937766,25345.0,26432.0,6880,27968,3537.6,"void at::native::unrolled_elementwise_kernel<at::native::direct_copy_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 3)]::operator ()() const::[lambda() (instance 7)]::operator ()() const::[lambda(float) (instance 1)], std::array<char *, (unsigned long)2>, (int)4, TrivialOffsetCalculator<(int)1, unsigned int>, TrivialOffsetCalculator<(int)1, unsigned int>, at::native::memory::LoadWithCast<(int)1>, at::native::memory::StoreWithCast<(int)1>>(int, T1, T2, T4, T5, T6, T7)"
,,318460,319219,0,68,794402,11682.4,7104.0,4096,29472,10103.6,"void at::native::<unnamed>::GammaBetaBackwardCUDAKernelTemplate<c10::BFloat16, float, (unsigned int)32, (unsigned int)32, (unsigned int)256, (bool)0, (bool)1, (bool)1>(long, long, const T1 *, const T1 *, const T2 *, const T2 *, T1 *, T1 *)"
,,318460,319219,0,34,735621,21635.9,20896.0,13921,29952,7614.0,nvjet_sm90_tst_128x128_64x6_4x2_h_bz_TNT
,,318460,319219,0,107,697410,6517.9,1216.0,1120,19264,7799.9,"void at::native::vectorized_elementwise_kernel<(int)8, at::native::bfloat16_copy_kernel_cuda(at::TensorIteratorBase &)::[lambda(float) (instance 1)], std::array<char *, (unsigned long)2>>(int, T2, T3)"
,,318460,319219,0,17,677955,39879.7,39840.0,39105,40576,448.4,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::BinaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float>>, std::array<char *, (unsigned long)3>>(int, T2, T3)"
,,318460,319219,0,16,622241,38890.1,38656.0,38144,40448,678.8,"void <unnamed>::softmax_warp_backward<float, float, float, (int)10, (bool)0, (bool)0>(T2 *, const T1 *, const T1 *, int, int, int, const bool *)"
,,318460,319219,0,137,613090,4475.1,3808.0,2752,6496,1471.6,"void at::native::elementwise_kernel<(int)128, (int)4, void at::native::gpu_kernel_impl_nocast<at::native::BinaryFunctor<c10::BFloat16, c10::BFloat16, c10::BFloat16, at::native::binary_internal::MulFunctor<float>>>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3)"
,,318460,319219,0,18,590722,32817.9,39152.0,20000,39840,9174.6,nvjet_sm90_tst_256x128_64x4_2x4_h_bz_coopA_NTT
,,318460,319219,0,68,566758,8334.7,9840.5,3840,11169,2627.2,"void at::native::<unnamed>::layer_norm_grad_input_kernel_vectorized<c10::BFloat16, float, (bool)1>(const T1 *, const T1 *, const T2 *, const T2 *, const T1 *, T1 *, int)"
,,318460,319219,0,50,559742,11194.8,9344.0,8128,16223,3190.2,nvjet_sm90_tst_128x96_64x7_1x2_h_bz_NNT
,,318460,319219,0,18,542820,30156.7,30080.5,29664,31136,362.3,"void <unnamed>::softmax_warp_forward<float, float, float, (int)10, (bool)0, (bool)0>(T2 *, const T1 *, int, int, int, const bool *, int, bool)"
,,318460,319219,0,17,494020,29060.0,29057.0,28896,29377,116.5,nvjet_sm90_tst_256x128_64x4_1x2_h_bz_coopA_NTT
,,318460,319219,0,17,484070,28474.7,28449.0,28288,28800,126.5,nvjet_sm90_tst_128x256_64x4_4x1_v_bz_coopA_NNN
,,318460,319219,0,108,468986,4342.5,4655.5,2368,5792,966.9,"void at::native::elementwise_kernel<(int)128, (int)4, void at::native::gpu_kernel_impl_nocast<at::native::direct_copy_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 3)]::operator ()() const::[lambda() (instance 12)]::operator ()() const::[lambda(c10::BFloat16) (instance 1)]>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3)"
,,318460,319219,0,71,456671,6432.0,6592.0,3936,9791,2161.5,"void at::native::<unnamed>::vectorized_layer_norm_kernel<c10::BFloat16, float, (bool)1>(int, T2, const T1 *, const T1 *, const T1 *, T2 *, T2 *, T1 *)"
,,318460,319219,0,68,430397,6329.4,6336.0,4128,8609,2110.7,"void at::native::<unnamed>::CatArrayBatchedCopy<at::native::<unnamed>::OpaqueType<(unsigned int)2>, unsigned int, (int)4, (int)64, (int)64>(T1 *, at::native::<unnamed>::CatArrInputTensorMetadata<T1, T2, T4, T5>, at::native::<unnamed>::TensorSizeStride<T2, (unsigned int)4>, int, T2)"
,,318460,319219,0,36,384516,10681.0,10640.0,10176,11584,429.6,nvjet_sm90_tst_192x192_64x4_2x1_v_bz_coopB_TNN
,,318460,319219,0,1,352482,352482.0,352482.0,352482,352482,0.0,nvjet_sm90_tst_128x256_64x4_4x1_v_bz_coopA_splitK_NNN
,,318460,319219,0,18,344833,19157.4,19072.0,18624,20640,526.8,nvjet_sm90_tst_144x128_64x6_1x2_h_bz_TNN
,,318460,319219,0,17,340195,20011.5,20640.0,16480,21792,1788.1,triton_poi_fused_add_cat_mul_rsub_sigmoid_silu_split_0
,,318460,319219,0,120,304930,2541.1,2240.0,1440,4737,1058.4,"void at::native::vectorized_elementwise_kernel<(int)8, at::native::CUDAFunctor_add<c10::BFloat16>, std::array<char *, (unsigned long)3>>(int, T2, T3)"
,,318460,319219,0,17,252449,14849.9,14848.0,14241,16160,441.3,nvjet_sm90_tst_128x96_64x6_1x2_h_bz_NTT
,,318460,319219,0,17,222560,13091.8,13024.0,12832,13760,211.6,nvjet_sm90_tst_128x160_64x5_2x1_v_bz_NTT
,,318460,319219,0,16,222177,13886.1,13840.0,13471,14304,248.0,"void at::native::reduce_kernel<(int)512, (int)1, at::native::ReduceOp<c10::BFloat16, at::native::func_wrapper_t<c10::BFloat16, at::native::sum_functor<c10::BFloat16, float, c10::BFloat16>::operator ()(at::TensorIterator &)::[lambda(float, float) (instance 1)]>, unsigned int, c10::BFloat16, (int)4, (int)8>>(T3)"
,,318460,319219,0,1,211105,211105.0,211105.0,211105,211105,0.0,"<unnamed>::linear_logp_local_probs_bf16_to_dlogits_row_kernel(__nv_bfloat16 *, const int *, const float *, const float *, const float *, int, int, long, int)"
,,318460,319219,0,68,198720,2922.4,2896.0,2624,3712,256.3,"void at::native::elementwise_kernel<(int)128, (int)4, void at::native::gpu_kernel_impl_nocast<at::native::neg_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 2)]::operator ()() const::[lambda() (instance 9)]::operator ()() const::[lambda(c10::BFloat16) (instance 1)]>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3)"
,,318460,319219,0,54,168898,3127.7,3392.0,1695,4449,1118.2,"void at::native::<unnamed>::CatArrayBatchedCopy_vectorized<at::native::<unnamed>::OpaqueType<(unsigned int)2>, unsigned int, (int)4, (int)128, (int)1, (int)16, (int)8>(char *, at::native::<unnamed>::CatArrInputTensorMetadata<T1, T2, T4, T5>, at::native::<unnamed>::TensorSizeStride<T2, (unsigned int)4>, int, T2)"
,,318460,319219,0,34,164577,4840.5,4815.5,4576,5312,209.7,triton_poi_fused_add_0
,,318460,319219,0,16,120320,7520.0,7472.0,7264,8032,230.7,nvjet_sm90_tst_96x128_64x6_2x1_v_bz_NTN
,,318460,319219,0,16,118784,7424.0,7376.0,6944,7839,274.6,"void at::native::reduce_kernel<(int)128, (int)4, at::native::ReduceOp<c10::BFloat16, at::native::func_wrapper_t<c10::BFloat16, at::native::sum_functor<c10::BFloat16, float, c10::BFloat16>::operator ()(at::TensorIterator &)::[lambda(float, float) (instance 1)]>, unsigned int, c10::BFloat16, (int)4, (int)8>>(T3)"
,,318460,319219,0,17,110080,6475.3,6496.0,6144,6944,189.0,triton_poi_fused_mul_silu_split_0
,,318460,319219,0,16,97604,6100.3,6080.5,6016,6208,64.9,"void at::native::elementwise_kernel<(int)128, (int)4, void at::native::gpu_kernel_impl_nocast<at::native::CUDAFunctor_add<c10::BFloat16>>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3)"
,,318460,319219,0,74,89089,1203.9,1185.0,1120,1632,63.9,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::AUnaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float>>, std::array<char *, (unsigned long)2>>(int, T2, T3)"
,,318460,319219,0,36,79426,2206.3,2176.0,1952,2784,195.3,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::cos_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 2)]::operator ()() const::[lambda() (instance 2)]::operator ()() const::[lambda(float) (instance 1)], std::array<char *, (unsigned long)2>>(int, T2, T3)"
,,318460,319219,0,36,72129,2003.6,1984.5,1888,2464,94.4,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::sin_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 2)]::operator ()() const::[lambda() (instance 2)]::operator ()() const::[lambda(float) (instance 1)], std::array<char *, (unsigned long)2>>(int, T2, T3)"
,,318460,319219,0,32,69955,2186.1,2208.0,2111,2368,64.7,"void at::native::vectorized_elementwise_kernel<(int)8, at::native::AUnaryFunctor<c10::BFloat16, c10::BFloat16, c10::BFloat16, at::native::binary_internal::MulFunctor<float>>, std::array<char *, (unsigned long)2>>(int, T2, T3)"
,,318460,319219,0,18,62049,3447.2,3424.0,3328,3904,126.9,"void at::native::triu_tril_kernel<float, int, (bool)1, (int)2, (bool)0>(at::cuda::detail::TensorInfo<T1, T2>, at::cuda::detail::TensorInfo<const T1, T2>, long, long, T2)"
,,318460,319219,0,18,58977,3276.5,3264.0,3264,3328,19.4,"void at::native::unrolled_elementwise_kernel<at::native::direct_copy_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 3)]::operator ()() const::[lambda() (instance 11)]::operator ()() const::[lambda(bool) (instance 1)], std::array<char *, (unsigned long)2>, (int)4, TrivialOffsetCalculator<(int)1, unsigned int>, TrivialOffsetCalculator<(int)1, unsigned int>, at::native::memory::LoadWithCast<(int)1>, at::native::memory::StoreWithCast<(int)1>>(int, T1, T2, T4, T5, T6, T7)"
,,318460,319219,0,32,50593,1581.0,1584.0,1216,1952,350.7,"void at::native::vectorized_elementwise_kernel<(int)8, at::native::FillFunctor<c10::BFloat16>, std::array<char *, (unsigned long)1>>(int, T2, T3)"
,,318460,319219,0,20,30593,1529.7,1536.0,1088,1696,111.6,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::FillFunctor<float>, std::array<char *, (unsigned long)1>>(int, T2, T3)"
,,318460,319219,0,1,9088,9088.0,9088.0,9088,9088,0.0,"void cublasLt::splitKreduce_kernel<(int)32, (int)16, int, float, __nv_bfloat16, float, __nv_bfloat16, (bool)0, float, __nv_bfloat16, __nv_bfloat16, (bool)1, (bool)0, (bool)0, (bool)0>(cublasLt::cublasSplitKParams<T6>, const T4 *, const T10 *, T9 *, T5 *, const T6 *, const T6 *, const T11 *, const T4 *, T11 *, void *, long, T6 *, int *, T6 *, T6 *, const T6 *, const T6 *, const T6 *, const T6 *, const T6 *)"
,,318460,319219,0,1,3040,3040.0,3040.0,3040,3040,0.0,"void at::native::elementwise_kernel<(int)128, (int)4, void at::native::gpu_kernel_impl<at::native::BinaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float>>>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3)"
,,318460,319219,0,2,2560,1280.0,1280.0,1152,1408,181.0,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::BUnaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float>>, std::array<char *, (unsigned long)2>>(int, T2, T3)"
,,318460,319219,0,1,1856,1856.0,1856.0,1856,1856,0.0,"void at::native::unrolled_elementwise_kernel<at::native::direct_copy_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 3)]::operator ()() const::[lambda() (instance 3)]::operator ()() const::[lambda(int) (instance 1)], std::array<char *, (unsigned long)2>, (int)4, TrivialOffsetCalculator<(int)1, unsigned int>, TrivialOffsetCalculator<(int)1, unsigned int>, at::native::memory::LoadWithCast<(int)1>, at::native::memory::StoreWithCast<(int)1>>(int, T1, T2, T4, T5, T6, T7)"
,,318460,319219,0,1,1696,1696.0,1696.0,1696,1696,0.0,"void at::native::unrolled_elementwise_kernel<at::native::BinaryFunctor<float, float, float, at::native::binary_internal::DivFunctor<float>>, std::array<char *, (unsigned long)3>, (int)4, TrivialOffsetCalculator<(int)2, unsigned int>, TrivialOffsetCalculator<(int)1, unsigned int>, at::native::memory::LoadWithCast<(int)2>, at::native::memory::StoreWithCast<(int)1>>(int, T1, T2, T4, T5, T6, T7)"
,,318460,319219,0,1,1408,1408.0,1408.0,1408,1408,0.0,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::BinaryFunctor<float, float, float, at::native::binary_internal::DivFunctor<float>>, std::array<char *, (unsigned long)3>>(int, T2, T3)"
,,318460,319219,0,1,1248,1248.0,1248.0,1248,1248,0.0,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::neg_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 2)]::operator ()() const::[lambda() (instance 7)]::operator ()() const::[lambda(float) (instance 1)], std::array<char *, (unsigned long)2>>(int, T2, T3)"
,,318460,319219,0,1,1088,1088.0,1088.0,1088,1088,0.0,triton_poi_fused_add_clamp_div_eq_exp_ge_gt_le_logical_and_lt_masked_fill_mul_neg_where_0
:actor_actor_train_rollout_1,PushPop,318229,318229,1,226,115905747,512857.3,35904.5,33760,8386432,884694.3,ncclDevKernel_AllReduce_Sum_bf16_RING_LL(ncclDevKernelArgsStorage<(unsigned long)4096>)
:actor_actor_train_rollout_1,PushPop,318229,318229,1,6,8173023,1362170.5,166479.5,6272,7430464,2976462.3,ncclDevKernel_AllGather_RING_LL(ncclDevKernelArgsStorage<(unsigned long)4096>)
:actor_actor_train_rollout_1,PushPop,318229,318229,1,111,6217536,56013.8,56000.0,55231,56928,378.2,nvjet_sm90_tst_256x128_64x4_1x2_h_bz_coopA_TNT
:actor_actor_train_rollout_1,PushPop,318229,318229,1,223,4660159,20897.6,14816.0,13664,29473,6931.8,nvjet_sm90_tst_128x128_64x6_4x2_h_bz_TNT
:actor_actor_train_rollout_1,PushPop,318229,318229,1,171,3943521,23061.5,1568.0,992,609152,94617.6,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::FillFunctor<float>, std::array<char *, (unsigned long)1>>(int, T2, T3)"
:actor_actor_train_rollout_1,PushPop,318229,318229,1,111,3708870,33413.2,33311.0,33024,34368,299.4,"void at::native::elementwise_kernel<(int)128, (int)2, void at::native::gpu_kernel_impl_nocast<at::native::<unnamed>::masked_fill_kernel(at::TensorIterator &, const c10::Scalar &)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 7)]::operator ()() const::[lambda(float, bool) (instance 1)]>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3)"
:actor_actor_train_rollout_1,PushPop,318229,318229,1,111,3251582,29293.5,29184.0,28448,30816,472.5,"void <unnamed>::softmax_warp_forward<float, float, float, (int)10, (bool)0, (bool)0>(T2 *, const T1 *, int, int, int, const bool *, int, bool)"
:actor_actor_train_rollout_1,PushPop,318229,318229,1,115,2898143,25201.2,25824.0,6176,26561,3624.9,"void at::native::unrolled_elementwise_kernel<at::native::direct_copy_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 3)]::operator ()() const::[lambda() (instance 7)]::operator ()() const::[lambda(float) (instance 1)], std::array<char *, (unsigned long)2>, (int)4, TrivialOffsetCalculator<(int)1, unsigned int>, TrivialOffsetCalculator<(int)1, unsigned int>, at::native::memory::LoadWithCast<(int)1>, at::native::memory::StoreWithCast<(int)1>>(int, T1, T2, T4, T5, T6, T7)"
:actor_actor_train_rollout_1,PushPop,318229,318229,1,114,2652926,23271.3,10305.0,10048,380609,68217.3,nvjet_sm90_tst_192x192_64x4_2x1_v_bz_coopB_TNN
:actor_actor_train_rollout_1,PushPop,318229,318229,1,442,2594740,5870.5,4960.0,3904,9760,2149.5,"void at::native::<unnamed>::vectorized_layer_norm_kernel<c10::BFloat16, float, (bool)1>(int, T2, const T1 *, const T1 *, const T1 *, T2 *, T2 *, T1 *)"
:actor_actor_train_rollout_1,PushPop,318229,318229,1,555,2514041,4529.8,1216.0,1120,19392,6645.1,"void at::native::vectorized_elementwise_kernel<(int)8, at::native::bfloat16_copy_kernel_cuda(at::TensorIteratorBase &)::[lambda(float) (instance 1)], std::array<char *, (unsigned long)2>>(int, T2, T3)"
:actor_actor_train_rollout_1,PushPop,318229,318229,1,551,2395686,4347.9,4640.0,2400,5600,1012.3,"void at::native::elementwise_kernel<(int)128, (int)4, void at::native::gpu_kernel_impl_nocast<at::native::direct_copy_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 3)]::operator ()() const::[lambda() (instance 12)]::operator ()() const::[lambda(c10::BFloat16) (instance 1)]>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3)"
:actor_actor_train_rollout_1,PushPop,318229,318229,1,110,2060516,18732.0,18528.0,18080,20608,545.1,nvjet_sm90_tst_144x128_64x6_1x2_h_bz_TNN
:actor_actor_train_rollout_1,PushPop,318229,318229,1,440,1931658,4390.1,4560.0,2720,6240,1571.3,"void at::native::elementwise_kernel<(int)128, (int)4, void at::native::gpu_kernel_impl_nocast<at::native::BinaryFunctor<c10::BFloat16, c10::BFloat16, c10::BFloat16, at::native::binary_internal::MulFunctor<float>>>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3)"
:actor_actor_train_rollout_1,PushPop,318229,318229,1,4,1641600,410400.0,410464.0,408896,411776,1179.2,"<unnamed>::linear_logp_probs_bf16_forward_kernel(const __nv_bfloat16 *, const int *, float *, float *, float *, __nv_bfloat16 *, int, int, long, long, int)"
:actor_actor_train_rollout_1,PushPop,318229,318229,1,220,1387584,6307.2,6303.5,4095,8704,2122.9,"void at::native::<unnamed>::CatArrayBatchedCopy<at::native::<unnamed>::OpaqueType<(unsigned int)2>, unsigned int, (int)4, (int)64, (int)64>(T1 *, at::native::<unnamed>::CatArrInputTensorMetadata<T1, T2, T4, T5>, at::native::<unnamed>::TensorSizeStride<T2, (unsigned int)4>, int, T2)"
:actor_actor_train_rollout_1,PushPop,318229,318229,1,223,1071392,4804.4,4799.0,4480,5344,179.6,triton_poi_fused_add_0
:actor_actor_train_rollout_1,PushPop,318229,318229,1,111,977008,8801.9,8767.0,8544,9440,176.9,nvjet_sm90_tst_128x96_64x7_1x2_h_bz_NNT
:actor_actor_train_rollout_1,PushPop,318229,318229,1,111,714040,6432.8,6431.0,6112,6848,186.5,triton_poi_fused_mul_silu_split_0
